filename,clipdet_latent10k,clipdet_latent10k_plus,Corvi2023,fusion[mean_logit],fusion[max_logit],fusion[median_logit],fusion[lse_logit],fusion[mean_prob],fusion[soft_or_prob]
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0000.jpg,-0.27354836,-0.24156228,0.5770867,0.020658692,0.5770867,-0.24156228,1.2020464,0.01644629639158901,2.0466092
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0001.jpg,-0.34917414,0.06787816,0.042096104,-0.07973329,0.06787816,0.042096104,1.0362048,-0.07861609550668258,1.8265481
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0002.jpg,-0.30343813,0.0029768646,-2.5273697,-0.9426103,0.0029768646,-0.30343813,0.5994549,-0.6940127833569649,1.0151637
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0003.jpg,-0.20810306,0.093506485,-2.945886,-1.0201608,0.093506485,-0.20810306,0.67431927,-0.6611379924399727,1.0991707
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0004.jpg,0.91092145,1.7316682,-4.123046,-0.49348545,1.7316682,0.91092145,2.098371,0.10509850381614572,3.1162548
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0005.jpg,0.06430215,0.9788532,-2.6832845,-0.5467097,0.9788532,0.06430215,1.3339888,-0.25887945783215827,1.9577006
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0006.jpg,0.2958845,1.4927963,-2.2997582,-0.17035913,1.4927963,0.2958845,1.773955,-0.025232437664749918,2.5692894
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0007.jpg,0.7454864,1.8435037,-1.9273089,0.22056043,1.8435037,0.7454864,2.1484597,0.2257617049259426,3.2209668
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0008.jpg,0.50865054,1.264646,-1.7006911,0.02420183,1.264646,0.50865054,1.6840706,0.07829329057331025,2.588003
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0009.jpg,0.4469837,1.4407022,-1.2811078,0.20219271,1.4407022,0.4469837,1.802531,0.18162678150195022,2.77947
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0010.jpg,0.16714096,0.86675286,-1.351842,-0.10598274,0.86675286,0.16714096,1.340213,-0.06491984404495765,2.1139605
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0011.jpg,0.010846734,0.83127177,-1.2155371,-0.12447286,0.83127177,0.010846734,1.2819594,-0.09599594986702475,2.0273695
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0012.jpg,0.9051765,2.176718,0.5896299,1.2238414,2.176718,0.9051765,2.5720785,1.1047220641641604,4.54927
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0013.jpg,0.29984176,1.3837283,-2.5091438,-0.27519128,1.3837283,0.29984176,1.6902308,-0.06774242317738344,2.4576857
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0014.jpg,0.11908817,1.0508007,-2.3376453,-0.38925216,1.0508007,0.11908817,1.4068232,-0.18893557507185876,2.0795126
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0015.jpg,0.3719771,1.2292396,-1.8675984,-0.08879391,1.2292396,0.3719771,1.6141713,-0.0007439897509702309,2.4424515
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0016.jpg,0.49278533,1.5435808,-1.5791547,0.15240376,1.5435808,0.49278533,1.87554,0.15452308208903331,2.837276
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0017.jpg,0.5812563,1.6248415,-1.3665153,0.27986076,1.6248415,0.5812563,1.963033,0.24116415224844212,3.0090072
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0018.jpg,0.5050918,1.2427684,-1.3641946,0.12788852,1.2427684,0.5050918,1.6823013,0.13789820777561457,2.631678
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0019.jpg,0.4463898,1.1234069,-1.2183022,0.11716481,1.1234069,0.4463898,1.5960904,0.1236721138409752,2.5282984
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0020.jpg,0.8397769,1.60097,-1.1432415,0.43250176,1.60097,0.8397769,2.0271573,0.3671327344074169,3.2209923
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0021.jpg,0.9423214,1.6785939,-0.8371631,0.5945841,1.6785939,0.9423214,2.1230857,0.49580523179382885,3.4496036
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0022.jpg,1.0509887,1.5957481,-0.95516825,0.5638561,1.5957481,1.0509887,2.101355,0.47575456001828476,3.4246304
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0023.jpg,1.367181,1.7222941,-0.94206953,0.7158019,1.7222941,1.367181,2.2936904,0.5838099921206443,3.7876232
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0024.jpg,0.44187558,0.8006147,0.40829465,0.5502617,0.8006147,0.44187558,1.6652098,0.5458124797676636,2.9781768
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0025.jpg,0.7818353,1.4544041,-2.3290389,-0.030933142,1.4544041,0.7818353,1.8817221,0.11412006874088254,2.8601475
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0026.jpg,0.8910403,1.2796462,0.15694705,0.7758779,1.2796462,0.8910403,1.9744928,0.7394866563162703,3.5049314
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0027.jpg,1.121266,0.93070006,-0.073453516,0.65950423,1.121266,0.93070006,1.8770499,0.6235634410761615,3.2868123
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0028.jpg,-0.11408085,0.5357411,-0.17051885,0.0837138,0.5357411,-0.11408085,1.2366705,0.07978231814249293,2.133842
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0029.jpg,-0.8089928,-0.80099714,-0.06432149,-0.5581038,-0.06432149,-0.80099714,0.6053487,-0.5438997873560796,1.1176631
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0030.jpg,0.1758424,0.52713156,-0.43054423,0.09080991,0.52713156,0.1758424,1.2631295,0.08893571988894033,2.168588
/home/christian.moiola/CLIP-OF_SyntheticVideoDetector/temp_frames/frame_0031.jpg,-0.5214862,-0.44491705,-0.26018113,-0.4088615,-0.26018113,-0.44491705,0.69585705,-0.4076961219233035,1.2894725
